title,depth,parent,files,subcats,theme,campaign,truncated
Category:Wiki Loves Africa 2016 in Uganda,4,Category:2016 in Uganda,0,1,History,Wiki Loves Africa,1
Category:Wiki Loves Africa 2017 in Uganda,4,Category:2017 in Uganda,0,3,History,Wiki Loves Africa,1
Category:Wiki Loves Africa 2019 in Uganda,3,Category:2019 Wikimedia movement in Uganda,0,1,History,Wiki Loves Africa,0
Category:Wiki Loves Africa 2022 in Uganda,3,Category:2022 Wikimedia movement in Uganda,0,1,History,Wiki Loves Africa,0
Category:Wiki Loves Africa 2025 in Uganda,3,Category:2025 Wikimedia movement in Uganda,0,3,History,Wiki Loves Africa,0
Category:Wiki Loves Earth 2020 in Uganda,3,Category:2020 Wikimedia movement in Uganda,0,1,History,Wiki Loves Earth,0
Category:Wiki Loves Earth 2021 in Uganda,3,Category:2021 Wikimedia movement in Uganda,0,1,History,Wiki Loves Earth,0
Category:Wiki Loves Earth 2022 in Uganda,3,Category:2022 Wikimedia movement in Uganda,0,1,History,Wiki Loves Earth,0
Category:Wiki Loves Earth 2025 in Uganda,3,Category:2025 Wikimedia movement in Uganda,0,2,History,Wiki Loves Earth,0
Category:Wiki Loves Earth 2026 in Uganda,3,Category:2026 Wikimedia movement in Uganda,0,2,History,Wiki Loves Earth,0
Category:Wiki Loves Earth in Uganda,2,Category:Wikimedia movement in Uganda,0,10,Other,Wiki Loves Earth,0
Category:Wiki Loves Folklore 2024 in Uganda,3,Category:Folklore of Uganda,0,2,Culture,Wiki Loves Folklore,0
Category:Wiki Loves Folklore 2025 in Uganda,3,Category:Folklore of Uganda,0,3,Culture,Wiki Loves Folklore,0
Category:Wiki Loves Folklore 2026 in Uganda,3,Category:Folklore of Uganda,0,3,Culture,Wiki Loves Folklore,0
Category:Wiki Loves Monuments 2017 in Uganda,3,Category:Wiki Loves Monuments in Uganda,0,1,Buildings,Wiki Loves Monuments,0
Category:Wiki Loves Monuments 2018 in Uganda,3,Category:2018 Wikimedia movement in Uganda,0,1,Buildings,Wiki Loves Monuments,0
Category:Wiki Loves Monuments 2020 in Uganda,3,Category:2020 Wikimedia movement in Uganda,0,1,Buildings,Wiki Loves Monuments,0
Category:Wiki Loves Monuments 2022 in Uganda,3,Category:2022 Wikimedia movement in Uganda,0,1,Buildings,Wiki Loves Monuments,0
Category:Wiki Loves Monuments 2023 in Uganda,3,Category:2023 Wikimedia movement in Uganda,0,1,Buildings,Wiki Loves Monuments,0
Category:Wiki Loves Monuments in Uganda,2,Category:Wikimedia movement in Uganda,0,10,Buildings,Wiki Loves Monuments,0
Category:Wiki University Clubs Uganda,4,Category:Wiki Clubs in Uganda,0,1,Other,,1
Category:Wiki for Refugees Events in Uganda,3,Category:Wikimedia Community User Group Uganda,0,5,Wikimedia community,,0
Category:WikiForHumanRights 2023 in Uganda,3,Category:2023 Wikimedia movement in Uganda,0,0,History,,0
Category:WikiForHumanRights 2024 in Uganda,3,Category:2024 Wikimedia movement in Uganda,0,2,History,,0
Category:WikiGap 2026 in Uganda,3,Category:WikiGap in Uganda,0,1,History,,0
Category:Wikidata Birthdays in Uganda,3,Category:Wikimedia Community User Group Uganda,0,1,Other,,0
Category:Wikimedia events in Uganda,2,Category:Wikimedia movement in Uganda,0,5,Wikimedia community,,0
Category:Wikipedia Pages Wanting Photos in Uganda,3,Category:Wikimedia Community User Group Uganda,0,1,Other,,0
Category:Winter in Uganda,4,Category:Seasons in Uganda,0,5,Other,,1
Category:Women of Uganda by age,4,Category:People of Uganda by age,0,2,People,,1
Category:Women of Uganda by century,4,Category:Categories of Uganda by century,0,2,People,,1
Category:Women of Uganda by decade,4,Category:Categories of Uganda by decade,0,2,People,,1
Category:Women of Uganda by name,3,Category:Categories of Uganda by name,0,160,People,,0
Category:Women of Uganda by occupation,3,Category:People of Uganda by occupation,0,11,People,,0
Category:Women of Uganda by year,4,Category:Categories of Uganda by year,0,9,People,,1
Category:Women of Uganda by year by name,4,Category:Women of Uganda by name,0,1,People,,1
Category:Works in Uganda,2,Category:Uganda by topic,0,3,Other,,0
Category:Works in Uganda by century,3,Category:Uganda by century,0,2,Other,,0
Category:Works in Uganda by date,3,Category:Works in Uganda,0,4,Other,,0
Category:Works in Uganda by millennium,4,Category:Works in Uganda by date,0,2,Other,,1
Category:Works in Uganda by year,4,Category:Works in Uganda by date,0,29,Other,,1
Category:Works-by-decade templates for Uganda,4,Category:Category navigational templates for Uganda by decade,0,0,Other,,1
Category:Works-by-year templates for Uganda,4,Category:Category navigational templates for Uganda by year,0,0,Other,,1
Category:World Heritage Sites in Uganda,2,Category:Culture of Uganda,0,4,History,,0
